rank_data,player_id,player_name,team,opponent,is_home,proj,floor_q20,median_q50,ceiling_q90,p_top12,consensus_rank,depth_rank,expected_targets,expected_carries,expected_rz_targets,expected_gl_carries,expected_pass_att,expected_pass_yards,target_share_eb,snap_share_eb,sd_games,sd_targets,sd_carries,sd_attempts,sd_snap_share,sd_target_share,sd_carry_share,b_targets,b_carries,b_attempts,b_snap_share,b_target_share,b_carry_share,carries_per_game,targets_per_game,attempts_per_game,implied_team_total,opp_prev_def_epa_pass,opp_prev_def_epa_rush,off_continuity,hc_continuity,hc_change,changed_team,is_rookie,is_out,is_questionable,practice_status,learner
1,00-0039139,Jahmyr Gibbs,DET,NYJ,1.0,19.432,11.731,18.301,31.816,0.566,1.0,1.0,5.435,15.488,0.576,0.627,0.0,0.0,0.161,0.666,2.0,6.5,22.5,0.0,0.74,0.169,0.839,6.176,19.765,0.0,0.715,0.167,0.742,14.294,5.529,0.0,27.5,0.287,-0.019,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,ridge
2,00-0038134,Kenneth Walker III,KC,MIA,0.0,18.589,11.189,18.452,30.747,0.562,5.0,1.0,2.823,11.944,0.308,0.532,0.0,0.0,0.081,0.47,2.0,8.0,23.5,0.0,0.68,0.236,0.716,6.039,20.0,0.0,0.61,0.185,0.623,13.0,2.118,0.0,29.0,0.166,-0.02,1.0,1.0,0.0,1.0,0.0,0.0,0.0,,ridge
3,00-0040122,Ashton Jeanty,LV,NO,0.0,17.908,10.497,16.505,30.41,0.496,7.0,1.0,4.903,18.159,0.412,1.158,0.0,0.0,0.139,0.773,2.0,6.5,22.0,0.0,0.74,0.224,0.673,5.765,19.882,0.0,0.751,0.196,0.687,15.647,4.294,0.0,20.75,-0.015,-0.088,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,ridge
4,00-0038597,Chase Brown,CIN,PIT,0.0,17.003,9.479,16.523,28.083,0.473,12.0,1.0,5.019,15.497,0.433,0.912,0.0,0.0,0.138,0.513,2.0,5.5,18.0,0.0,0.72,0.169,0.731,5.392,16.549,0.0,0.651,0.158,0.689,13.647,5.176,0.0,23.0,0.045,-0.027,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,ridge
5,00-0038542,Bijan Robinson,ATL,GB,0.0,16.965,10.324,15.979,29.208,0.456,2.0,1.0,6.76,15.242,0.479,0.59,0.0,0.0,0.186,0.776,2.0,7.0,18.5,0.0,0.77,0.328,0.589,6.686,17.961,0.0,0.772,0.281,0.592,16.882,6.059,0.0,19.25,0.091,-0.029,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,ridge
6,00-0033280,Christian McCaffrey,SF,ARI,1.0,16.794,9.358,17.528,29.504,0.49,3.0,1.0,7.52,18.346,0.943,1.366,0.059,0.165,0.222,0.825,2.0,6.0,10.0,0.0,0.55,0.213,0.352,6.529,12.765,0.02,0.642,0.216,0.448,18.294,7.588,0.059,28.0,0.164,-0.001,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,ridge
7,00-0036223,Jonathan Taylor,IND,HOU,1.0,16.278,10.046,15.48,26.883,0.423,6.0,1.0,3.714,17.635,0.226,0.859,0.0,0.0,0.101,0.82,2.0,4.0,21.5,0.0,0.89,0.136,0.85,3.745,20.667,0.0,0.867,0.124,0.809,19.0,3.235,0.0,20.5,-0.131,-0.113,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,ridge
8,00-0037248,James Cook,BUF,LAC,1.0,16.244,8.809,15.314,28.54,0.428,8.0,1.0,2.871,16.011,0.284,0.707,0.0,0.0,0.085,0.571,2.0,3.5,17.0,0.0,0.72,0.125,0.601,3.118,17.392,0.0,0.67,0.112,0.588,18.176,2.353,0.0,28.75,-0.063,-0.106,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,ridge
9,00-0039040,De'Von Achane,MIA,KC,1.0,15.883,9.614,15.661,26.51,0.392,11.0,1.0,6.165,13.454,0.358,0.338,0.0,0.0,0.171,0.748,2.0,5.5,15.5,0.0,0.86,0.223,0.65,5.438,15.292,0.0,0.823,0.206,0.616,14.875,5.312,0.0,17.5,0.029,-0.075,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,ridge
10,00-0032764,Derrick Henry,BAL,DAL,0.0,15.59,8.089,15.828,26.942,0.426,4.0,1.0,2.132,17.015,0.306,1.428,0.058,0.161,0.066,0.545,2.0,2.0,20.0,0.0,0.54,0.073,0.688,1.745,19.353,0.02,0.542,0.07,0.659,18.059,1.235,0.059,27.75,0.243,0.047,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,ridge
11,00-0038120,Breece Hall,NYJ,DET,0.0,15.017,8.31,14.267,27.273,0.396,15.0,1.0,3.408,14.081,0.374,0.432,0.062,0.294,0.099,0.64,2.0,3.5,19.0,0.0,0.58,0.113,0.578,3.333,17.729,0.021,0.6,0.108,0.562,15.188,3.0,0.062,21.0,0.006,-0.029,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,ridge
12,00-0036997,Javonte Williams,DAL,BAL,1.0,14.842,8.746,15.265,24.068,0.374,10.0,1.0,3.154,14.143,0.382,1.078,0.0,0.0,0.085,0.686,2.0,4.5,12.0,0.0,0.71,0.148,0.619,4.062,13.25,0.0,0.702,0.127,0.593,15.75,3.188,0.0,24.75,0.085,-0.062,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,ridge
13,00-0039361,Bucky Irving,TB,MIN,1.0,14.222,8.49,13.603,24.86,0.302,17.0,1.0,2.524,9.914,0.227,0.548,0.0,0.0,0.071,0.612,2.0,5.5,12.5,0.0,0.61,0.19,0.54,4.833,14.1,0.0,0.611,0.151,0.482,17.3,3.5,0.0,20.5,-0.12,-0.052,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,ridge
14,00-0040784,Quinshon Judkins,CLE,CAR,1.0,13.582,7.558,12.985,22.705,0.32,26.0,1.0,2.588,14.519,0.175,0.612,0.0,0.0,0.074,0.505,2.0,3.5,12.0,0.0,0.65,0.129,0.534,3.19,13.476,0.0,0.602,0.111,0.537,16.429,2.571,0.0,20.0,0.119,0.003,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,ridge
15,00-0040666,Omarion Hampton,LAC,BUF,0.0,13.411,6.882,13.571,24.514,0.303,13.0,1.0,2.79,6.435,0.202,0.535,0.0,0.0,0.071,0.629,2.0,1.0,17.5,0.0,0.58,0.038,0.645,1.963,16.259,0.0,0.596,0.049,0.521,13.778,3.889,0.0,21.75,-0.068,0.063,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,ridge
16,00-0040715,Cam Skattebo,NYG,TEN,1.0,12.536,6.545,12.108,22.762,0.273,19.0,1.0,2.408,5.896,0.252,0.465,0.0,0.0,0.071,0.522,2.0,2.0,15.0,0.0,0.61,0.062,0.529,2.667,14.208,0.0,0.581,0.065,0.422,12.625,4.0,0.0,21.75,0.182,-0.01,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,ridge
17,00-0037840,Kyren Williams,LA,DEN,0.0,12.346,5.985,12.3,23.047,0.24,16.0,1.0,3.143,14.324,0.326,0.825,0.0,0.0,0.086,0.679,2.0,2.5,11.5,0.0,0.64,0.089,0.404,2.647,12.745,0.0,0.653,0.088,0.454,15.235,2.941,0.0,24.0,-0.081,-0.102,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,ridge
18,00-0036973,Travis Etienne,NO,LV,1.0,12.074,5.889,10.528,23.735,0.263,23.0,1.0,3.521,14.534,0.366,0.548,0.0,0.0,0.1,0.599,2.0,5.5,8.5,0.0,0.59,0.118,0.328,4.686,10.765,0.0,0.593,0.112,0.395,15.294,3.059,0.0,23.75,0.099,-0.042,1.0,1.0,0.0,1.0,0.0,0.0,0.0,,ridge
19,00-0036275,D'Andre Swift,CHI,PHI,1.0,12.008,6.329,12.191,21.629,0.195,14.0,1.0,3.324,11.477,0.142,0.587,0.0,0.0,0.09,0.577,2.0,3.0,17.0,0.0,0.57,0.103,0.489,3.0,15.979,0.0,0.572,0.098,0.473,13.938,3.0,0.0,18.5,-0.068,-0.061,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,ridge
20,00-0034844,Saquon Barkley,PHI,CHI,0.0,11.919,5.332,11.662,22.107,0.252,9.0,1.0,3.503,15.727,0.382,0.661,0.0,0.0,0.104,0.777,2.0,2.0,9.5,0.0,0.71,0.075,0.362,2.375,12.167,0.0,0.732,0.084,0.436,17.5,3.125,0.0,23.0,0.052,-0.009,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,ridge
21,00-0036875,Rhamondre Stevenson,NE,JAX,0.0,11.451,6.207,10.553,21.325,0.192,20.0,1.0,2.951,6.522,0.288,0.559,0.0,0.0,0.08,0.59,2.0,4.0,12.0,0.0,0.85,0.144,0.397,3.548,11.095,0.0,0.763,0.123,0.355,9.286,2.643,0.0,21.25,-0.113,-0.085,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,ridge
22,00-0041512,Jadarian Price,SEA,WAS,0.0,11.42,4.866,10.426,22.734,0.229,25.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2.0,2.0,11.5,0.0,0.48,0.08,0.39,2.0,11.5,0.0,0.48,0.08,0.39,,,,23.75,0.223,0.041,1.0,1.0,0.0,0.0,1.0,0.0,0.0,,ridge
23,00-0033293,Aaron Jones,MIN,TB,0.0,11.149,6.658,10.472,18.895,0.157,24.0,1.0,2.979,8.273,0.257,0.28,0.0,0.0,0.088,0.549,2.0,0.5,17.5,0.0,0.46,0.022,0.587,1.472,15.333,0.0,0.49,0.044,0.5,11.0,3.417,0.0,22.0,0.08,-0.063,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,ridge
24,00-0041027,Jeremiyah Love,ARI,SF,0.0,11.005,4.495,10.638,21.892,0.21,22.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2.0,3.5,10.0,0.0,0.43,0.112,0.426,3.5,10.0,0.0,0.43,0.112,0.426,,,,19.5,0.138,-0.01,1.0,1.0,0.0,0.0,1.0,0.0,0.0,,ridge
25,00-0036555,Chuba Hubbard,CAR,CLE,0.0,10.981,5.094,10.204,22.475,0.178,21.0,1.0,2.793,7.988,0.293,0.241,0.0,0.0,0.083,0.46,2.0,2.5,11.0,0.0,0.71,0.075,0.5,2.533,10.311,0.0,0.627,0.078,0.432,8.933,2.6,0.0,22.5,-0.112,-0.062,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,ridge
